Date,Order ID,Customer Name,Region,Product Category,Product Name,Units Sold,Unit Price,Sales,Cost,Profit,Discount,Payment Method,Sales Channel
10/2/2024,ORD0210,Customer 111,North,Electronics,Laptop Pro,1,259.21,259.21,231.93,27.28,0.15,UPI,Offline
7/24/2024,ORD0211,Customer 261,North,Stationery,Ball Pen,10,143.74,1437.4,920.22,517.18,0.1,Bank Transfer,Offline
4/29/2024,ORD0212,Customer 149,East,Electronics,Laptop Pro,4,590.42,2361.68,1530.76,830.92,0.1,Credit Card,Offline
6/11/2024,ORD0213,Customer 38,South,Clothing,Winter Jacket,8,70.12,560.96,385.13,175.83,0.1,Cash,Online
9/4/2024,ORD0214,Customer 253,West,Stationery,Stapler,7,416.76,2917.32,2416.18,501.14,0.1,UPI,Offline
5/24/2024,ORD0215,Customer 54,South,Stationery,Highlighter Set,3,255.09,765.27,538.84,226.43,0.1,Bank Transfer,Online
11/21/2024,ORD0216,Customer 241,Central,Furniture,Office Chair,4,874.18,3496.72,2455.71,1041.01,0.1,Bank Transfer,Online
4/9/2024,ORD0217,Customer 226,Central,Clothing,Summer T-Shirt,9,171.99,1547.91,1033.23,514.68,0.05,Credit Card,Online
1/6/2024,ORD0218,Customer 36,North,Stationery,Ball Pen,9,214.01,1926.09,1700.38,225.71,0,Cash,Offline
9/15/2024,ORD0219,Customer 266,South,Clothing,Jeans,10,709.81,7098.1,5939.9,1158.2,0.15,Bank Transfer,Offline
2/29/2024,ORD0220,Customer 94,North,Clothing,Winter Jacket,2,342.07,684.14,545.41,138.73,0,Cash,Offline
12/18/2024,ORD0221,Customer 2,East,Stationery,Ball Pen,5,1002.51,5012.55,4172.02,840.53,0.1,Cash,Online
1/16/2024,ORD0222,Customer 51,East,Stationery,Ball Pen,2,681.84,1363.68,903.86,459.82,0,Bank Transfer,Online
8/13/2024,ORD0223,Customer 203,East,Furniture,Dining Table,4,567.97,2271.88,1841.29,430.59,0.15,Credit Card,Offline
1/13/2024,ORD0224,Customer 295,South,Stationery,Highlighter Set,10,1008.67,10086.7,8112.12,1974.58,0.05,UPI,Online
6/10/2024,ORD0225,Customer 24,East,Furniture,Bookshelf,2,134.05,268.1,191.2,76.9,0.1,UPI,Online
8/13/2024,ORD0226,Customer 166,West,Appliances,Vacuum Cleaner,10,187.62,1876.2,1294.25,581.95,0.15,Cash,Offline
5/28/2024,ORD0227,Customer 202,Central,Clothing,Jeans,10,1103.31,11033.1,6745.27,4287.83,0.1,Bank Transfer,Online
8/20/2024,ORD0228,Customer 95,West,Electronics,Wireless Earbuds,9,577.79,5200.11,4411.64,788.47,0.15,UPI,Offline
3/10/2024,ORD0229,Customer 233,North,Appliances,Air Conditioner,4,499.95,1999.8,1523.44,476.36,0,Bank Transfer,Online
4/16/2024,ORD0230,Customer 208,North,Furniture,Office Chair,8,798.67,6389.36,5584.05,805.31,0,Bank Transfer,Online
1/14/2024,ORD0231,Customer 87,East,Clothing,Winter Jacket,2,726.43,1452.86,1031.66,421.2,0.05,Cash,Online
5/28/2024,ORD0232,Customer 39,North,Furniture,Office Chair,8,424.75,3398,2980.8,417.2,0.1,Bank Transfer,Offline
1/14/2024,ORD0233,Customer 120,North,Clothing,Winter Jacket,5,1236.85,6184.25,4228.24,1956.01,0.15,UPI,Offline
4/21/2024,ORD0234,Customer 128,West,Electronics,Wireless Earbuds,6,205.67,1234.02,901.63,332.39,0.15,UPI,Offline
11/21/2024,ORD0235,Customer 89,West,Stationery,Stapler,3,241.6,724.8,617.94,106.86,0.1,Cash,Offline
12/3/2024,ORD0236,Customer 279,South,Furniture,Office Chair,5,463.03,2315.15,1645.94,669.21,0.05,Credit Card,Online
6/20/2024,ORD0237,Customer 263,East,Electronics,Tablet Mini,5,894.07,4470.35,3341.21,1129.14,0,Credit Card,Online
12/13/2024,ORD0238,Customer 97,North,Furniture,Office Chair,5,1325.72,6628.6,4102.22,2526.38,0.1,Bank Transfer,Offline
7/19/2024,ORD0239,Customer 205,South,Clothing,Winter Jacket,6,542.42,3254.52,2761.32,493.2,0,Credit Card,Offline
2/5/2024,ORD0240,Customer 54,Central,Clothing,Formal Shoes,8,829.13,6633.04,4238.92,2394.12,0.1,Cash,Online
12/16/2024,ORD0241,Customer 188,North,Furniture,Standing Desk,9,1397.09,12573.81,9440.97,3132.84,0,UPI,Online
2/5/2024,ORD0242,Customer 134,West,Clothing,Jeans,7,1001.54,7010.78,5537.72,1473.06,0.15,Cash,Online
5/31/2024,ORD0243,Customer 115,West,Electronics,Smartphone X,10,233.58,2335.8,1704.76,631.04,0,UPI,Offline
2/2/2024,ORD0244,Customer 47,West,Appliances,Blender Pro,2,1065.67,2131.34,1623.14,508.2,0.05,UPI,Offline
1/3/2024,ORD0245,Customer 226,East,Clothing,Winter Jacket,4,253.75,1015,885.22,129.78,0.15,Cash,Online
6/25/2024,ORD0246,Customer 146,Central,Stationery,Ball Pen,5,218.11,1090.55,925.69,164.86,0,UPI,Online
4/12/2024,ORD0247,Customer 68,South,Appliances,Air Conditioner,7,212.85,1489.95,960.52,529.43,0.1,Credit Card,Online
5/2/2024,ORD0248,Customer 300,South,Clothing,Formal Shoes,8,1023.96,8191.68,6810.17,1381.51,0.05,Bank Transfer,Online
6/20/2024,ORD0249,Customer 150,North,Electronics,Smartphone X,8,535.82,4286.56,3780.46,506.1,0,UPI,Offline
5/3/2024,ORD0250,Customer 142,South,Clothing,Jeans,6,300.61,1803.66,1303.16,500.5,0.05,Cash,Online
5/15/2024,ORD0251,Customer 32,Central,Appliances,Blender Pro,9,424.5,3820.5,2737.24,1083.26,0.1,UPI,Online
1/14/2024,ORD0252,Customer 133,Central,Electronics,Tablet Mini,4,103.18,412.72,280.37,132.35,0,Credit Card,Online
12/31/2024,ORD0253,Customer 184,South,Stationery,Notebook,1,774.75,774.75,584.69,190.06,0.15,Bank Transfer,Online
10/19/2024,ORD0254,Customer 36,South,Electronics,Smartphone X,3,22.16,66.48,42.83,23.65,0.05,Bank Transfer,Online
10/8/2024,ORD0255,Customer 44,South,Clothing,Summer T-Shirt,6,466.7,2800.2,2156.66,643.54,0,Cash,Online
9/24/2024,ORD0256,Customer 169,West,Electronics,Laptop Pro,3,653.89,1961.67,1588.1,373.57,0,UPI,Online
1/12/2024,ORD0257,Customer 298,South,Clothing,Jeans,8,802.69,6421.52,4658.17,1763.35,0.05,Cash,Offline
5/11/2024,ORD0258,Customer 211,South,Appliances,Vacuum Cleaner,6,977.48,5864.88,4027.73,1837.15,0.05,UPI,Offline
1/3/2024,ORD0259,Customer 275,North,Electronics,Smartphone X,10,377.66,3776.6,2700.19,1076.41,0.1,UPI,Online
7/11/2024,ORD0260,Customer 126,North,Furniture,Office Chair,2,978.41,1956.82,1583.61,373.21,0.1,UPI,Online
12/1/2024,ORD0261,Customer 271,South,Appliances,Microwave Oven,10,1341.58,13415.8,8771.45,4644.35,0,UPI,Offline
12/9/2024,ORD0262,Customer 96,North,Stationery,Ball Pen,8,301.82,2414.56,1728.27,686.29,0.05,Bank Transfer,Online
9/17/2024,ORD0263,Customer 130,North,Appliances,Microwave Oven,6,344.16,2064.96,1723.6,341.36,0.15,Cash,Online
4/26/2024,ORD0264,Customer 280,North,Furniture,Office Chair,4,357.63,1430.52,1165.67,264.85,0.15,Bank Transfer,Online
4/26/2024,ORD0265,Customer 81,East,Electronics,Laptop Pro,5,1071.68,5358.4,4721.26,637.14,0,UPI,Online
6/11/2024,ORD0266,Customer 74,East,Appliances,Microwave Oven,8,123.81,990.48,632,358.48,0.05,Credit Card,Offline
8/30/2024,ORD0267,Customer 50,North,Clothing,Jeans,8,520.2,4161.6,3162.48,999.12,0,Cash,Offline
9/8/2024,ORD0268,Customer 177,East,Furniture,Standing Desk,9,255.53,2299.77,2036.77,263,0,Credit Card,Offline
10/23/2024,ORD0269,Customer 198,Central,Electronics,Tablet Mini,1,656.47,656.47,419.12,237.35,0.1,Cash,Online
2/19/2024,ORD0270,Customer 205,North,Electronics,Tablet Mini,10,718.75,7187.5,5827.41,1360.09,0.1,Bank Transfer,Offline
1/30/2024,ORD0271,Customer 161,East,Appliances,Air Conditioner,4,1060.4,4241.6,2699.99,1541.61,0.1,Credit Card,Online
9/6/2024,ORD0272,Customer 246,South,Appliances,Vacuum Cleaner,9,231.63,2084.67,1783.96,300.71,0.1,Credit Card,Offline
11/18/2024,ORD0273,Customer 90,South,Furniture,Office Chair,8,863.21,6905.68,4535.53,2370.15,0.15,UPI,Online
12/26/2024,ORD0274,Customer 110,North,Appliances,Vacuum Cleaner,7,858.53,6009.71,4377.44,1632.27,0.15,Cash,Offline
3/23/2024,ORD0275,Customer 101,South,Stationery,Highlighter Set,10,506.2,5062,3969.32,1092.68,0.05,UPI,Online
5/7/2024,ORD0276,Customer 228,Central,Electronics,Smartphone X,4,1247.17,4988.68,3460.27,1528.41,0.1,Credit Card,Offline
2/20/2024,ORD0277,Customer 279,North,Stationery,Stapler,2,144.43,288.86,216.96,71.9,0,Bank Transfer,Online
7/4/2024,ORD0278,Customer 285,West,Stationery,Highlighter Set,5,610.2,3051,2087.82,963.18,0.15,Cash,Offline
5/1/2024,ORD0279,Customer 231,Central,Electronics,Laptop Pro,4,359.78,1439.12,1226.28,212.84,0.05,Cash,Offline
8/28/2024,ORD0280,Customer 154,South,Appliances,Microwave Oven,7,1192.45,8347.15,5837.35,2509.8,0.05,Credit Card,Offline
4/26/2024,ORD0281,Customer 285,Central,Furniture,Dining Table,2,122.59,245.18,196.63,48.55,0.05,Credit Card,Online
10/11/2024,ORD0282,Customer 298,West,Clothing,Winter Jacket,2,268.84,537.68,407.75,129.93,0.15,Credit Card,Online
1/28/2024,ORD0283,Customer 81,East,Stationery,Ball Pen,9,678.62,6107.58,5279.05,828.53,0.1,UPI,Offline
5/16/2024,ORD0284,Customer 132,East,Furniture,Standing Desk,5,381.12,1905.6,1307.7,597.9,0.15,UPI,Offline
10/28/2024,ORD0285,Customer 44,North,Furniture,Bookshelf,8,299.04,2392.32,1844.48,547.84,0.15,Bank Transfer,Offline
4/10/2024,ORD0286,Customer 171,Central,Clothing,Jeans,1,1262.65,1262.65,972.46,290.19,0.05,Cash,Offline
10/8/2024,ORD0287,Customer 132,Central,Electronics,Laptop Pro,6,1062.75,6376.5,5253.26,1123.24,0.15,Credit Card,Online
8/15/2024,ORD0288,Customer 148,North,Appliances,Air Conditioner,8,55.99,447.92,370.97,76.95,0.15,Credit Card,Offline
8/10/2024,ORD0289,Customer 13,North,Clothing,Jeans,6,1333.25,7999.5,5310.06,2689.44,0.05,Cash,Online
1/20/2024,ORD0290,Customer 127,Central,Appliances,Vacuum Cleaner,2,986.34,1972.68,1575.8,396.88,0.05,Bank Transfer,Offline
4/30/2024,ORD0291,Customer 34,West,Clothing,Winter Jacket,8,603.63,4829.04,3679.36,1149.68,0.15,Credit Card,Offline
8/22/2024,ORD0292,Customer 136,Central,Clothing,Winter Jacket,2,929.42,1858.84,1180.99,677.85,0,Cash,Online
11/24/2024,ORD0293,Customer 185,East,Furniture,Standing Desk,7,373,2611,1646.64,964.36,0.1,Credit Card,Offline
8/22/2024,ORD0294,Customer 121,North,Appliances,Vacuum Cleaner,10,223.67,2236.7,1774.83,461.87,0.15,Bank Transfer,Online
6/19/2024,ORD0295,Customer 195,West,Clothing,Formal Shoes,3,660.44,1981.32,1755.96,225.36,0,UPI,Offline
12/11/2024,ORD0296,Customer 239,North,Electronics,Wireless Earbuds,4,1068.56,4274.24,3474.7,799.54,0.1,Cash,Offline
10/27/2024,ORD0297,Customer 59,South,Clothing,Winter Jacket,1,497.87,497.87,349.07,148.8,0.1,Credit Card,Offline
6/14/2024,ORD0298,Customer 283,South,Furniture,Bookshelf,3,957.56,2872.68,2077.59,795.09,0.1,Bank Transfer,Offline
1/7/2024,ORD0299,Customer 271,East,Electronics,Laptop Pro,4,1488.51,5954.04,4163.02,1791.02,0,Bank Transfer,Online
7/28/2024,ORD0300,Customer 176,Central,Furniture,Office Chair,2,1217.82,2435.64,1587.92,847.72,0.1,Cash,Offline
12/7/2024,ORD0301,Customer 290,East,Clothing,Formal Shoes,4,118.63,474.52,321.51,153.01,0.1,Credit Card,Online
1/12/2024,ORD0302,Customer 84,North,Appliances,Microwave Oven,8,925.13,7401.04,5918.03,1483.01,0.1,Bank Transfer,Online
1/9/2024,ORD0303,Customer 178,North,Electronics,Tablet Mini,3,903.22,2709.66,1762.67,946.99,0.05,UPI,Online
11/3/2024,ORD0304,Customer 260,South,Electronics,Laptop Pro,10,1105.52,11055.2,8695.85,2359.35,0.05,Credit Card,Online
2/19/2024,ORD0305,Customer 233,West,Electronics,Smartphone X,1,433.43,433.43,362.39,71.04,0,Credit Card,Online
6/4/2024,ORD0306,Customer 31,East,Electronics,Tablet Mini,8,652.38,5219.04,3357.42,1861.62,0.1,Cash,Online
10/28/2024,ORD0307,Customer 80,North,Appliances,Blender Pro,1,1494.33,1494.33,958.1,536.23,0.1,Credit Card,Offline
1/9/2024,ORD0308,Customer 206,Central,Appliances,Microwave Oven,3,953.62,2860.86,2152.08,708.78,0,Bank Transfer,Online
12/27/2024,ORD0309,Customer 14,East,Electronics,Tablet Mini,7,1453.15,10172.05,8211.07,1960.98,0.1,UPI,Online
12/6/2024,ORD0310,Customer 242,South,Furniture,Office Chair,10,806.74,8067.4,6787.61,1279.79,0.15,UPI,Online
6/15/2024,ORD0311,Customer 176,East,Clothing,Jeans,8,288.29,2306.32,1513.79,792.53,0,UPI,Online
4/26/2024,ORD0312,Customer 20,East,Furniture,Standing Desk,1,100.21,100.21,66.98,33.23,0.15,Credit Card,Online
8/24/2024,ORD0313,Customer 203,North,Stationery,Stapler,6,677.73,4066.38,2819.13,1247.25,0.1,Cash,Offline
1/3/2024,ORD0314,Customer 202,Central,Appliances,Microwave Oven,3,1090.01,3270.03,2078.31,1191.72,0,UPI,Offline
12/26/2024,ORD0315,Customer 49,West,Clothing,Winter Jacket,5,89.97,449.85,271.75,178.1,0.05,Bank Transfer,Online
5/12/2024,ORD0316,Customer 215,South,Electronics,Wireless Earbuds,7,970.37,6792.59,4125.45,2667.14,0.05,Bank Transfer,Online
7/31/2024,ORD0317,Customer 282,West,Stationery,Ball Pen,3,1076.57,3229.71,2013.02,1216.69,0,Cash,Offline
6/22/2024,ORD0318,Customer 262,East,Appliances,Microwave Oven,5,542.57,2712.85,1811.83,901.02,0.15,Bank Transfer,Online
10/12/2024,ORD0319,Customer 170,Central,Furniture,Bookshelf,10,1065.54,10655.4,8835.2,1820.2,0.05,Credit Card,Offline
3/14/2024,ORD0320,Customer 34,East,Electronics,Smartphone X,1,386.08,386.08,317.63,68.45,0,Cash,Offline
12/29/2024,ORD0321,Customer 158,West,Furniture,Standing Desk,8,1388.43,11107.44,7920.75,3186.69,0.05,Credit Card,Online
6/9/2024,ORD0322,Customer 234,West,Furniture,Standing Desk,1,1407.06,1407.06,859.72,547.34,0.1,Credit Card,Online
5/9/2024,ORD0323,Customer 160,Central,Electronics,Smartphone X,4,930.1,3720.4,2604.64,1115.76,0,Credit Card,Offline
4/2/2024,ORD0324,Customer 65,North,Appliances,Air Conditioner,5,772.52,3862.6,3351.8,510.8,0,Cash,Offline
10/1/2024,ORD0325,Customer 49,West,Appliances,Air Conditioner,6,567.04,3402.24,2431.11,971.13,0.05,Cash,Online
3/13/2024,ORD0326,Customer 279,East,Stationery,Stapler,2,316.04,632.08,558.77,73.31,0.15,UPI,Online
10/15/2024,ORD0327,Customer 217,East,Furniture,Office Chair,2,388.39,776.78,556.52,220.26,0.15,Bank Transfer,Offline
6/7/2024,ORD0328,Customer 126,Central,Furniture,Standing Desk,3,1366.08,4098.24,2627.11,1471.13,0.1,Cash,Online
11/4/2024,ORD0329,Customer 190,West,Electronics,Smartphone X,7,1458.21,10207.47,8766.93,1440.54,0.05,UPI,Online
6/25/2024,ORD0330,Customer 52,Central,Electronics,Tablet Mini,6,344.74,2068.44,1573.82,494.62,0.15,Credit Card,Online
8/14/2024,ORD0331,Customer 31,South,Appliances,Blender Pro,4,684.61,2738.44,1772.03,966.41,0.15,Credit Card,Online
5/9/2024,ORD0332,Customer 98,West,Furniture,Dining Table,6,396.6,2379.6,1534.52,845.08,0,Credit Card,Offline
7/29/2024,ORD0333,Customer 174,North,Electronics,Laptop Pro,10,1358.07,13580.7,9144.78,4435.92,0.15,Credit Card,Online
7/23/2024,ORD0334,Customer 253,North,Appliances,Air Conditioner,9,430.07,3870.63,2541.21,1329.42,0,UPI,Offline
3/1/2024,ORD0335,Customer 243,Central,Electronics,Laptop Pro,1,906.96,906.96,610.8,296.16,0,Bank Transfer,Offline
6/8/2024,ORD0336,Customer 96,North,Furniture,Bookshelf,10,873.57,8735.7,7113.21,1622.49,0.1,Credit Card,Online
6/22/2024,ORD0337,Customer 6,West,Clothing,Winter Jacket,4,357.64,1430.56,1146.47,284.09,0.1,Cash,Offline
4/15/2024,ORD0338,Customer 133,East,Appliances,Vacuum Cleaner,2,292.61,585.22,522.89,62.33,0,Credit Card,Online
7/11/2024,ORD0339,Customer 279,Central,Clothing,Jeans,10,734.18,7341.8,5128.59,2213.21,0.1,Bank Transfer,Online
8/27/2024,ORD0340,Customer 257,Central,Electronics,Tablet Mini,7,444.7,3112.9,1891.61,1221.29,0.15,Cash,Online
2/1/2024,ORD0341,Customer 66,East,Furniture,Dining Table,5,819.47,4097.35,3555.93,541.42,0.15,Cash,Online
9/26/2024,ORD0342,Customer 70,East,Appliances,Microwave Oven,1,111.39,111.39,82.39,29,0.05,Bank Transfer,Offline
3/28/2024,ORD0343,Customer 91,Central,Electronics,Wireless Earbuds,4,857.69,3430.76,2742.98,687.78,0.15,Credit Card,Online
5/23/2024,ORD0344,Customer 91,Central,Stationery,Ball Pen,7,94.15,659.05,585.18,73.87,0.05,Credit Card,Offline
11/15/2024,ORD0345,Customer 125,Central,Clothing,Jeans,4,1123.31,4493.24,2743.74,1749.5,0.15,UPI,Online
12/26/2024,ORD0346,Customer 97,Central,Stationery,Highlighter Set,4,726.02,2904.08,2214.57,689.51,0.05,Credit Card,Online
11/5/2024,ORD0347,Customer 201,East,Electronics,Wireless Earbuds,1,1460.73,1460.73,896.48,564.25,0.15,UPI,Offline
3/13/2024,ORD0348,Customer 143,Central,Clothing,Summer T-Shirt,3,968.67,2906.01,1870.1,1035.91,0.15,Bank Transfer,Online
9/20/2024,ORD0349,Customer 269,South,Clothing,Jeans,6,300.5,1803,1395.96,407.04,0.05,Bank Transfer,Offline
2/23/2024,ORD0350,Customer 164,Central,Appliances,Microwave Oven,7,231.05,1617.35,1054.45,562.9,0.15,Bank Transfer,Offline
4/26/2024,ORD0351,Customer 93,South,Stationery,Notebook,2,1059.97,2119.94,1352.69,767.25,0.15,UPI,Offline
1/1/2024,ORD0352,Customer 175,South,Stationery,Ball Pen,1,1391.53,1391.53,1175.01,216.52,0.1,UPI,Online
3/2/2024,ORD0353,Customer 189,South,Appliances,Vacuum Cleaner,7,145.49,1018.43,713.91,304.52,0.05,UPI,Online
1/20/2024,ORD0354,Customer 134,West,Stationery,Highlighter Set,6,1428.91,8573.46,6623.15,1950.31,0.15,Cash,Offline
9/3/2024,ORD0355,Customer 16,South,Stationery,Highlighter Set,8,1452.57,11620.56,10399.46,1221.1,0.15,Cash,Online
6/17/2024,ORD0356,Customer 179,West,Clothing,Jeans,3,736.05,2208.15,1779.93,428.22,0,Credit Card,Online
4/21/2024,ORD0357,Customer 63,North,Stationery,Notebook,8,1364.51,10916.08,7206.58,3709.5,0.1,Credit Card,Online
3/11/2024,ORD0358,Customer 246,West,Clothing,Jeans,2,253.3,506.6,398.7,107.9,0.05,Cash,Online
1/27/2024,ORD0359,Customer 143,North,Electronics,Wireless Earbuds,6,236.2,1417.2,1201.48,215.72,0.05,Credit Card,Offline
1/23/2024,ORD0360,Customer 276,South,Furniture,Bookshelf,2,387.05,774.1,529.18,244.92,0.1,Bank Transfer,Online
9/24/2024,ORD0361,Customer 154,North,Stationery,Stapler,7,579.91,4059.37,2748.97,1310.4,0.15,UPI,Online
12/27/2024,ORD0362,Customer 161,East,Stationery,Highlighter Set,9,942.45,8482.05,7472.6,1009.45,0.05,Credit Card,Offline
3/4/2024,ORD0363,Customer 254,East,Clothing,Winter Jacket,9,338.19,3043.71,2491.21,552.5,0.15,Bank Transfer,Offline
5/31/2024,ORD0364,Customer 73,South,Electronics,Smartphone X,6,933.96,5603.76,4675.24,928.52,0.15,UPI,Offline
4/22/2024,ORD0365,Customer 236,West,Stationery,Ball Pen,6,1250.38,7502.28,5778.08,1724.2,0,Cash,Online
4/11/2024,ORD0366,Customer 161,West,Clothing,Formal Shoes,6,917.09,5502.54,3866.07,1636.47,0.05,Credit Card,Online
1/7/2024,ORD0367,Customer 140,East,Electronics,Laptop Pro,2,916.87,1833.74,1557.69,276.05,0.1,Credit Card,Online
9/12/2024,ORD0368,Customer 173,East,Furniture,Standing Desk,4,661.93,2647.72,1616.39,1031.33,0,Bank Transfer,Offline
8/8/2024,ORD0369,Customer 108,West,Electronics,Laptop Pro,1,1073.77,1073.77,684.66,389.11,0,UPI,Offline
5/18/2024,ORD0370,Customer 143,East,Clothing,Summer T-Shirt,10,1321.4,13214,7980.62,5233.38,0.05,Credit Card,Online
7/15/2024,ORD0371,Customer 86,South,Clothing,Formal Shoes,8,1393.24,11145.92,8972.76,2173.16,0.15,UPI,Offline
4/5/2024,ORD0372,Customer 290,Central,Stationery,Notebook,10,907.31,9073.1,6260.53,2812.57,0.1,UPI,Online
11/29/2024,ORD0373,Customer 239,South,Electronics,Tablet Mini,5,1373.09,6865.45,5610.91,1254.54,0.05,UPI,Online
10/12/2024,ORD0374,Customer 175,North,Furniture,Dining Table,10,1104.17,11041.7,9339.26,1702.44,0.1,UPI,Online
8/18/2024,ORD0375,Customer 93,North,Clothing,Formal Shoes,5,1325.07,6625.35,4791.34,1834.01,0,Cash,Offline
4/12/2024,ORD0376,Customer 82,West,Appliances,Blender Pro,8,752.02,6016.16,4303.54,1712.62,0.1,Bank Transfer,Online
9/26/2024,ORD0377,Customer 291,North,Stationery,Ball Pen,9,437.85,3940.65,3193.52,747.13,0.1,Cash,Online
5/9/2024,ORD0378,Customer 144,North,Appliances,Air Conditioner,5,407.49,2037.45,1258.28,779.17,0,UPI,Online
12/13/2024,ORD0379,Customer 205,West,Furniture,Dining Table,3,1160.7,3482.1,2467.3,1014.8,0.15,UPI,Offline
5/13/2024,ORD0380,Customer 26,East,Appliances,Microwave Oven,7,44.36,310.52,234.72,75.8,0.15,UPI,Online
8/31/2024,ORD0381,Customer 77,East,Stationery,Notebook,9,1104.44,9939.96,8687.28,1252.68,0,Bank Transfer,Offline
5/22/2024,ORD0382,Customer 167,North,Appliances,Microwave Oven,6,1269.27,7615.62,4625.87,2989.75,0,Bank Transfer,Online
4/12/2024,ORD0383,Customer 106,East,Clothing,Formal Shoes,2,328.8,657.6,557.69,99.91,0,Credit Card,Offline
7/3/2024,ORD0384,Customer 30,North,Furniture,Dining Table,8,916.57,7332.56,4840.08,2492.48,0.15,UPI,Online
6/20/2024,ORD0385,Customer 232,North,Clothing,Winter Jacket,3,892.28,2676.84,1818.74,858.1,0.15,Cash,Online
7/4/2024,ORD0386,Customer 33,North,Appliances,Blender Pro,2,1080.58,2161.16,1633.52,527.64,0,Bank Transfer,Online
2/1/2024,ORD0387,Customer 105,East,Furniture,Dining Table,6,218.35,1310.1,847.04,463.06,0.1,Bank Transfer,Offline
7/6/2024,ORD0388,Customer 218,Central,Appliances,Air Conditioner,6,1148.03,6888.18,4750.77,2137.41,0.05,Credit Card,Online
6/23/2024,ORD0389,Customer 9,East,Appliances,Blender Pro,10,1085.06,10850.6,7864.77,2985.83,0.1,Bank Transfer,Offline
6/8/2024,ORD0390,Customer 189,South,Clothing,Winter Jacket,3,924.14,2772.42,1911.61,860.81,0.15,UPI,Online
1/12/2024,ORD0391,Customer 42,South,Electronics,Wireless Earbuds,2,67.77,135.54,113.09,22.45,0.1,Cash,Online
4/22/2024,ORD0392,Customer 161,West,Furniture,Dining Table,6,894.76,5368.56,4756.13,612.43,0,Bank Transfer,Online
9/15/2024,ORD0393,Customer 282,Central,Clothing,Formal Shoes,1,562.46,562.46,470.6,91.86,0.05,Bank Transfer,Offline
8/1/2024,ORD0394,Customer 41,West,Clothing,Winter Jacket,1,574.19,574.19,380.55,193.64,0.15,Credit Card,Offline
8/30/2024,ORD0395,Customer 216,North,Furniture,Bookshelf,10,245.27,2452.7,1557.48,895.22,0.15,UPI,Offline
11/16/2024,ORD0396,Customer 51,West,Clothing,Formal Shoes,4,1445.95,5783.8,4264.79,1519.01,0,Credit Card,Online
9/23/2024,ORD0397,Customer 33,North,Appliances,Microwave Oven,10,1200.39,12003.9,7400.5,4603.4,0,Cash,Online
8/26/2024,ORD0398,Customer 250,North,Furniture,Office Chair,10,1445.22,14452.2,9370.94,5081.26,0.15,UPI,Offline
1/18/2024,ORD0399,Customer 152,Central,Furniture,Bookshelf,7,164.98,1154.86,861.28,293.58,0.1,Credit Card,Offline
2/15/2024,ORD0400,Customer 231,South,Stationery,Notebook,10,530.37,5303.7,3280.8,2022.9,0.1,Cash,Offline
3/18/2024,ORD0401,Customer 222,East,Stationery,Stapler,1,1179.02,1179.02,805.65,373.37,0.15,Cash,Offline
4/8/2024,ORD0402,Customer 3,Central,Furniture,Bookshelf,6,701.48,4208.88,2644.57,1564.31,0.05,Credit Card,Offline
9/22/2024,ORD0403,Customer 1,East,Appliances,Blender Pro,2,188.09,376.18,332.38,43.8,0.1,Bank Transfer,Offline
6/25/2024,ORD0404,Customer 283,West,Appliances,Air Conditioner,6,678.38,4070.28,2774.11,1296.17,0.15,UPI,Online
6/28/2024,ORD0405,Customer 203,South,Electronics,Smartphone X,4,411.09,1644.36,1268.76,375.6,0.05,Cash,Online
2/27/2024,ORD0406,Customer 72,West,Appliances,Blender Pro,10,923.51,9235.1,5735.97,3499.13,0,Credit Card,Online
3/30/2024,ORD0407,Customer 238,Central,Stationery,Notebook,7,682.27,4775.89,4283.64,492.25,0.15,Bank Transfer,Online
6/1/2024,ORD0408,Customer 276,South,Stationery,Stapler,9,815.11,7335.99,5299.51,2036.48,0.1,Bank Transfer,Online
2/21/2024,ORD0409,Customer 153,South,Stationery,Notebook,4,609.56,2438.24,1842.4,595.84,0.15,Bank Transfer,Offline
9/29/2024,ORD0410,Customer 190,North,Furniture,Bookshelf,4,664.64,2658.56,2225.96,432.6,0,Cash,Online
1/14/2024,ORD0411,Customer 149,Central,Appliances,Blender Pro,10,1483.02,14830.2,10696.17,4134.03,0.05,Bank Transfer,Offline
3/12/2024,ORD0412,Customer 166,South,Clothing,Summer T-Shirt,7,1163.8,8146.6,5005.66,3140.94,0.15,UPI,Online
6/11/2024,ORD0413,Customer 284,East,Stationery,Stapler,3,1446.81,4340.43,3503.73,836.7,0,Credit Card,Offline
10/20/2024,ORD0414,Customer 243,West,Appliances,Blender Pro,4,742.48,2969.92,2145.72,824.2,0.15,UPI,Online
8/22/2024,ORD0415,Customer 29,West,Furniture,Standing Desk,10,128.04,1280.4,1043.32,237.08,0.05,Credit Card,Online
3/21/2024,ORD0416,Customer 295,West,Stationery,Notebook,9,616.18,5545.62,4204.28,1341.34,0.15,Bank Transfer,Online
12/22/2024,ORD0417,Customer 50,West,Clothing,Summer T-Shirt,2,1121.81,2243.62,1937.81,305.81,0.1,Cash,Online
11/29/2024,ORD0418,Customer 190,East,Furniture,Standing Desk,4,1474.43,5897.72,4139.92,1757.8,0,Bank Transfer,Offline
12/24/2024,ORD0419,Customer 10,South,Furniture,Office Chair,9,379.68,3417.12,2423.44,993.68,0.05,Bank Transfer,Offline
